Kinase,Compound,Predicted_Kd_Category
CDK5,AG-013736,>300nM
PIK3CA(C420R),LY-333531,>300nM
PIK3CA(E545K),A-674563,>300nM
ZAK,MLN-518,>300nM
TBK1,AC220,>300nM
PRKCH,JNJ-28312141,>300nM
IKK-alpha,PKC-412,>300nM
ABL1(T315I)-nonphosphorylated,Staurosporine,<300nM
MELK,BI-2536,>300nM
SRPK3,AT-7519,>300nM
ARK5,AZD-6244/ARRY-886,>300nM
TGFBR2,PD-173955,<300nM
MAP3K4,CP-690550,>300nM
CDKL1,AZD-6244/ARRY-886,>300nM
CAMK4,Gefitinib,>300nM
STK33,KW-2449,<300nM
FGFR3,Lapatinib,>300nM
EGFR(L858R),CHIR-265/RAF-265,>300nM
AURKB,MLN-518,>300nM
DAPK1,Crizotinib,>300nM
ERBB2,Gefitinib,>300nM
DMPK,PD-173955,<300nM
MEK3,BIBW-2992,>300nM
ULK3,JNJ-28312141,<300nM
DLK,AG-013736,>300nM
CAMK2B,CP-690550,>300nM
SRPK3,PHA-665752,>300nM
PAK4,PHA-665752,>300nM
ABL1-phosphorylated,LY-333531,>300nM
RIPK1,CHIR-258/TKI-258,>300nM
HIPK3,MLN-518,>300nM
AURKA,Imatinib,>300nM
SgK110,R406,<300nM
EGFR(S752-I759del),CHIR-258/TKI-258,<300nM
SGK3,AB-1010,>300nM
PLK1,MLN-518,>300nM
DYRK1A,PP-242,<300nM
RIPK1,Imatinib,>300nM
PIK3CG,KW-2449,>300nM
PRKCD,Flavopiridol,>300nM
CSNK1A1,MLN-518,>300nM
FLT3(D835H),AZD-2171,<300nM
TAOK3,Flavopiridol,<300nM
PHKG2,Dasatinib,<300nM
IGF1R,Gefitinib,>300nM
RET(M918T),Dasatinib,<300nM
FLT1,Nilotinib,<300nM
AMPK-alpha2,AZD-6244/ARRY-886,>300nM
TXK,JNJ-28312141,<300nM
PFTK1,TG-101348,>300nM
CDK4-cyclinD3,Crizotinib,<300nM
EPHB6,PP-242,<300nM
AXL,LY-333531,>300nM
PAK1,CI-1033,>300nM
MRCKB,GW-2580,>300nM
STK33,AT-7519,>300nM
EGFR(L858R),AT-7519,>300nM
PIM1,Staurosporine,<300nM
DCAMKL1,AC220,>300nM
p38-gamma,INCB18424,>300nM
PAK2,HKI-272,>300nM
ROS1,Crizotinib,>300nM
MAK,INCB18424,>300nM
EGFR(S752-I759del),PKC-412,<300nM
ITK,TAE-684,<300nM
PAK3,JNJ-28312141,>300nM
NEK2,Dasatinib,>300nM
MST1R,AT-7519,>300nM
TTK,BMS-387032/SNS-032,>300nM
HPK1,Lapatinib,>300nM
AURKC,AZD-1152HQPA,<300nM
PIK3CA(Q546K),AZD-2171,>300nM
CLK2,CP-690550,>300nM
EPHB3,Imatinib,>300nM
CDKL1,Staurosporine,<300nM
FLT3(R834Q),Erlotinib,<300nM
TRKA,CI-1033,>300nM
STK35,AZD-6244/ARRY-886,>300nM
CDK2,Crizotinib,>300nM
DMPK,MLN-8054,>300nM
FYN,BMS-345541,>300nM
CDK9,JNJ-28312141,>300nM
NEK2,CHIR-258/TKI-258,>300nM
LOK,Imatinib,>300nM
CDK4-cyclinD3,LY-317615,>300nM
MAST1,Vandetanib,>300nM
RPS6KA4(Kin.Dom.1-N-terminal),PHA-665752,>300nM
EPHB1,PTK-787,>300nM
LRRK2(G2019S),R406,<300nM
SLK,PKC-412,<300nM
PFCDPK1(P.falciparum),R406,<300nM
