Kinase,Compound,Predicted_Kd_Category
ABL1-nonphosphorylated,MLN-8054,>300nM
LATS2,AST-487,>300nM
MLK2,AB-1010,>300nM
YANK1,GW-2580,>300nM
ADCK4,CHIR-265/RAF-265,>300nM
SBK1,GDC-0941,>300nM
MST2,PLX-4720,>300nM
EGFR(L861Q),CEP-701,>300nM
BRAF(V600E),JNJ-28312141,>300nM
EGFR(E746-A750del),GDC-0879,>300nM
HIPK4,BMS-387032/SNS-032,>300nM
CAMKK1,CP-690550,>300nM
CDC2L2,Lapatinib,>300nM
JNK1,GW-2580,>300nM
MEK6,BMS-540215,>300nM
HIPK1,AZD-1152HQPA,>300nM
PCTK2,Lapatinib,>300nM
RPS6KA5(Kin.Dom.1-N-terminal),TAE-684,>300nM
TRKC,PHA-665752,>300nM
EPHA4,SGX-523,>300nM
ALK,MLN-8054,>300nM
SLK,Crizotinib,>300nM
FGFR2,R406,<300nM
AAK1,Nilotinib,>300nM
IRAK4,PP-242,>300nM
PLK2,CP-690550,>300nM
PRKCD,CEP-701,<300nM
AKT1,Gefitinib,>300nM
GRK4,Imatinib,>300nM
AXL,PHA-665752,>300nM
RSK3(Kin.Dom.2-C-terminal),LY-333531,>300nM
SRPK3,PKC-412,>300nM
RET(V804L),GDC-0879,>300nM
NEK2,Staurosporine,<300nM
PYK2,BI-2536,<300nM
PRKCD,GSK-1838705A,>300nM
MEK5,LY-333531,>300nM
LYN,Erlotinib,>300nM
ICK,AT-7519,<300nM
ERBB3,AZD-1152HQPA,>300nM
FLT3(K663Q),PLX-4720,>300nM
INSRR,BMS-540215,>300nM
MAPKAPK2,GSK-690693,>300nM
"EGFR(L747-E749del, A750P)",SB-203580,>300nM
ASK2,BMS-345541,>300nM
MAST1,Pazopanib,>300nM
DDR2,GSK-1838705A,>300nM
TRKA,CEP-701,<300nM
TAK1,CHIR-265/RAF-265,>300nM
CLK2,Erlotinib,>300nM
EPHB4,GDC-0941,>300nM
CLK4,GSK-1838705A,>300nM
PHKG2,PLX-4720,>300nM
RIPK4,AT-7519,>300nM
ERN1,Crizotinib,>300nM
EPHA1,SGX-523,>300nM
PRKCI,JNJ-28312141,>300nM
ERBB2,ABT-869,>300nM
PFPK5(P.falciparum),LY-333531,>300nM
AKT3,R547,>300nM
EGFR(G719C),AZD-6244/ARRY-886,>300nM
LIMK1,GDC-0941,>300nM
IKK-beta,PTK-787,>300nM
PLK4,BMS-540215,>300nM
EPHA6,Flavopiridol,>300nM
TLK1,Erlotinib,>300nM
PRKCH,GSK-690693,>300nM
TYK2(JH2domain-pseudokinase),GDC-0879,>300nM
PFTK1,BMS-345541,>300nM
RIPK1,Vandetanib,>300nM
IKK-epsilon,Dasatinib,>300nM
CSNK1E,AZD-6244/ARRY-886,>300nM
EPHA2,BIRB-796,>300nM
AMPK-alpha1,PKC-412,>300nM
PIP5K2C,Dasatinib,>300nM
DMPK,BIRB-796,>300nM
MERTK,SGX-523,>300nM
CSNK1E,AC220,>300nM
HCK,Dasatinib,<300nM
FGFR3(G697C),BMS-540215,>300nM
RIOK1,LY-317615,>300nM
BLK,AB-1010,>300nM
AKT3,AZD-2171,>300nM
DLK,BIRB-796,>300nM
EPHB2,CI-1033,>300nM
LATS2,Ki-20227,>300nM
ZAP70,PD-173955,>300nM
MET,KW-2449,>300nM
PIK3CA,INCB18424,>300nM
ABL1(T315I)-phosphorylated,BIRB-796,>300nM
NEK9,SGX-523,>300nM
RSK1(Kin.Dom.2-C-terminal),BMS-387032/SNS-032,>300nM
EPHB2,Nilotinib,>300nM
PIK3CA(H1047L),JNJ-28312141,>300nM
EPHA3,Nilotinib,>300nM
AKT2,LY-333531,>300nM
JNK2,GDC-0879,>300nM
CSNK2A2,PHA-665752,>300nM
PIP5K1C,HKI-272,>300nM
NEK9,PLX-4720,>300nM
STK39,A-674563,>300nM
SGK3,MLN-120B,>300nM
FLT4,CEP-701,<300nM
PIP5K2C,AZD-6244/ARRY-886,>300nM
ERN1,PKC-412,>300nM
RIPK5,BIBW-2992,>300nM
PIK3CB,GSK-690693,>300nM
CSNK2A2,JNJ-28312141,>300nM
TTK,Lapatinib,>300nM
WEE2,PHA-665752,>300nM
